Order,Semester,Lesson,Slide,QID,Classification,Purpose,Activity,Lesson Flow,Passive Type,
1,S16,Science Literacy,Opening Splash,q:1390844859114:110,Passive,Mood,Video,Required,Video,
2,S16,Science Literacy,About Math,q:1408639550959:144,Passive,Information,Text+Image,Required,Text+Image,
3,S16,Science Literacy,Reality Extension,q:1408641871589:159,Passive,Information,Text+Image,Required,Text+Image,
4,S16,Science Literacy,Beyond the Known,q:1408642216820:418,Passive,Information,Text+Image,Required,Text+Image,
5,S16,Science Literacy,Tool Use,q:1408642874183:1001,Passive,Information,Text,Required,Text+Image,
6,S16,Science Literacy,Order of Operations,q:1390844864838:119,Active,Training,Calculation,Required,,
7,S16,Science Literacy,Spreadsheets,q:1408644585383:1051,Active,Training,Calculation,Required,,
8,S16,Science Literacy,Exponents,q:1390844864838:132,Active,Training,Calculation,Required,,
9,S16,Science Literacy,Logarithms,q:1390844864838:138,Active,Training,Calculation,Required,,
10,S16,Science Literacy,Sig Figs,q:1439590595223:569,Active,Training,Calculation,Required,,
11,S16,Science Literacy,Sweet Spot,q:1439590595256:587,Passive,Summary,Text+Image,Required,Text+Image,
12,S16,Science Literacy,Exponentials - Positive,q:1439590632714:592,Active,Training,Calculation,Required,,
13,S16,Science Literacy,Instructions,q:1439589579766:559,Passive,Remediation,Text+Image,Optional,Text+Image,
14,S16,Science Literacy,Exponentials - Negative,q:1439590721384:642,Active,Training,Calculation,Required,,
15,S16,Science Literacy,Instructions 2,q:1439589697326:564,Passive,Remediation,Text+Image,Optional,Text+Image,
16,S16,Science Literacy,Reading Graphs,q:1390844864838:167,Active,Training,Read Graph,Required,,
17,S16,Science Literacy,Numbers,q:1408666016276:184,Active,Training,Compare,Required,,
18,S16,Science Literacy,Classify Units,q:1408666027028:189,Active,Training,Classify,Required,,
19,S16,Science Literacy,Compare Units,q:1408667901459:137,Active,Training,Compare,Required,,
20,S16,Science Literacy,Thinking - Mars,q:1390859661740:836,Active,Training,Opinion,Required,,
21,S16,Science Literacy,Thinking - RH Mars Pattern,q:1390859661740:842,Active,Remediation,Opinion,Optional,,
22,S16,Science Literacy,RH - Compare,q:1408743379895:648,Active,Remediation,Logic,Optional,,
23,S16,Science Literacy,RH - Evaluate,q:1408744073962:450,Active,Remediation,Logic,Optional,,
24,S16,Science Literacy,Thinking - Venus,q:1390859661740:847,Active,Training,Opinion,Required,,
25,S16,Science Literacy,Venus Placement,q:1409605142536:261,Active,Remediation,Opinion,Optional,,
26,S16,Science Literacy,Venus Check,q:1409609004892:267,Active,Remediation,Logic,Optional,,
27,S16,Science Literacy,Thinking - RH Venus,q:1390859661740:853,Active,Remediation,Logic,Optional,,
28,S16,Science Literacy,Thinking - Sun,q:1390859661740:858,Active,Training,Opinion,Required,,
29,S16,Science Literacy,Matter and Energy,q:1408742141899:638,Passive,Information,Text+Image,Required,Text+Image,
30,S16,Science Literacy,Atomic Symbols,q:1408745695830:929,Passive,Information,Text+Image,Required,Text+Image,
31,S16,Science Literacy,Atom Components,q:1425592426957:97,Active,Competency,Classify,Required,,
32,S16,Science Literacy,Periodic Table,q:1410285140133:149,Passive,Information,Text+Image,Required,Text+Image,
33,S16,Science Literacy,Molecules,q:1390868719170:876,Active,Competency,Logic,Required,,
34,S16,Science Literacy,Energy,q:1408987278535:590,Active,Competency,Logic,Required,,
35,S16,Science Literacy,Temperature,q:1408988424187:602,Active,Competency,Logic,Required,,
36,S16,Science Literacy,Matter and Energy,q:1408990215701:610,Passive,Information,Text+Image,Required,Text+Image,
37,S16,Science Literacy,Things to Remember,q:1390844871338:215,Passive,Information,Text,Bank Option,Text,*part of experiment
38,S16,Science Literacy,Video Advice,q:1452098469418:360,Passive,Information,Video,Bank Option,Video,*part of experiment
39,S16,Science Literacy,Conclusion,q:1390844871338:219,Passive,Information,Video,Required,Video,
40,S16,Intro 1:  Preconceptions,Splash,q:1391720583289:189,Passive,Mood,Video,Required,Video,
41,S16,Intro 1:  Preconceptions,Introduction,q:1410304966318:992,Passive,Information,Text,Required,Text,
42,S16,Intro 1:  Preconceptions,Survey - SciFi,q:1391720583289:213,Active,Survey,Opinion,Bank Option,,
43,S16,Intro 1:  Preconceptions,Survey - Voyager,q:1391720583289:217,Active,Survey,Opinion,Bank Option,,
44,S16,Intro 1:  Preconceptions,Perspective,q:1391720583289:225,Passive,Summary,Video,Required,Video+Poll Results,
45,S16,Intro 1:  Preconceptions,Observations,q:1410306693574:1001,Passive,Information,Text,Required,Text,
46,S16,Intro 1:  Preconceptions,Survey Intro,q:1410307514798:1005,Passive,Information,Text,Required,Text,
47,S16,Intro 1:  Preconceptions,CURE Consent,q:1452096795888:195,Active,Information,Opinion,Required,,
48,S16,Intro 1:  Preconceptions,Major,q:1452096819977:208,Active,Survey,Opinion,Required,,
49,S16,Intro 1:  Preconceptions,Major Details,q:1452096820130:216,Active,Survey,Opinion,Optional,,
50,S16,Intro 1:  Preconceptions,Plans,q:1452096820304:220,Active,Survey,Opinion,Required,,
51,S16,Intro 1:  Preconceptions,Reasons,q:1452096820457:224,Active,Survey,Opinion,Required,,
52,S16,Intro 1:  Preconceptions,Abilities 1,q:1452096820582:228,Active,Survey,Opinion,Required,,
53,S16,Intro 1:  Preconceptions,Abilities 2,q:1452096820755:232,Active,Survey,Opinion,Required,,
54,S16,Intro 1:  Preconceptions,Science 1,q:1452096820912:236,Active,Survey,Opinion,Required,,
55,S16,Intro 1:  Preconceptions,Science 2,q:1452096821088:240,Active,Survey,Opinion,Required,,
56,S16,Intro 1:  Preconceptions,Science 3,q:1452096821241:244,Active,Survey,Opinion,Required,,
57,S16,Intro 1:  Preconceptions,Engagement 1,q:1452096821368:248,Active,Survey,Opinion,Required,,
58,S16,Intro 1:  Preconceptions,Engagement 2,q:1452096821541:252,Active,Survey,Opinion,Required,,
59,S16,Intro 1:  Preconceptions,Paired Statements,q:1452096821694:256,Active,Survey,Opinion,Required,,
60,S16,Intro 1:  Preconceptions,Process Knowledge,q:1452096821848:260,Active,Survey,Opinion,Required,,
61,S16,Intro 1:  Preconceptions,Individual Collaborative,q:1452096822018:264,Active,Survey,Opinion,Required,,
62,S16,Intro 1:  Preconceptions,Breakthrough Incremental,q:1452096822145:268,Active,Survey,Opinion,Required,,
63,S16,Intro 1:  Preconceptions,Prelim Final,q:1452096822316:272,Active,Survey,Opinion,Required,,
64,S16,Intro 1:  Preconceptions,Priming,q:1444783321623:635,Passive,Information,Text+Image,Required,Text+Image,
65,S16,Intro 1:  Preconceptions,Lecturette - Preconceptions,q:1391720583289:221,Passive,Information,Video,Required,Video,
66,S16,Intro 2:  Mindscape,Intro Survey,q:1409675180364:278,Active,Survey,Opinion,Required,,
67,S16,Intro 2:  Mindscape,Lec - Brains,q:1409675505677:283,Passive,Information,Video,Required,Video,
68,S16,Intro 2:  Mindscape,Brains,q:1409676282753:300,Passive,Information,Text+Image,Required,Text+Image,
69,S16,Intro 2:  Mindscape,Patterns - Report,q:1409676282753:304,Active,Observation,Report,Required,,
70,S16,Intro 2:  Mindscape,Patterns - Analyze,q:1409676282753:312,Passive,Summary,Text+Image,Required,Text+Poll Results,
71,S16,Intro 2:  Mindscape,Obs 1,q:1409676914868:349,Active,Competency,Logic,Bank Option,,
72,S16,Intro 2:  Mindscape,Obs 2,q:1409677610449:357,Active,Competency,Logic,Bank Option,,
73,S16,Intro 2:  Mindscape,Obs 3,q:1409678237668:363,Active,Competency,Logic,Bank Option,,
74,S16,Intro 2:  Mindscape,Obs 4,q:1409678618333:369,Active,Competency,Logic,Bank Option,,
75,S16,Intro 2:  Mindscape,Obs 5,q:1409679524024:375,Active,Competency,Logic,Bank Option,,
76,S16,Intro 2:  Mindscape,Obs 6,q:1409692469217:381,Active,Competency,Logic,Bank Option,,
77,S16,Intro 2:  Mindscape,Obs 7,q:1409692611026:387,Active,Competency,Logic,Bank Option,,
78,S16,Intro 2:  Mindscape,Obs 8,q:1409693579368:393,Active,Competency,Logic,Bank Option,,
79,S16,Intro 2:  Mindscape,Obs 9,q:1409694148359:399,Active,Competency,Logic,Bank Option,,
80,S16,Intro 2:  Mindscape,Confirmation Bias - Listen,q:1409695245350:405,Passive,Information,Audio,Required,Audio,
81,S16,Intro 2:  Mindscape,Confirmation Bias - Report,q:1409696926421:877,Active,Observation,Report,Required,,
82,S16,Intro 2:  Mindscape,Confirmation Bias - Listen,q:1409697065799:882,Active,Observation,Report,Required,,
83,S16,Intro 2:  Mindscape,Confirmation Bias - Analyze,q:1409697970133:887,Passive,Summary,Text+Image,Required,Text+Poll Results,
84,S16,Intro 2:  Mindscape,Witness - Report,q:1409676282753:320,Active,Observation,Report,Required,,
85,S16,Intro 2:  Mindscape,Witness - Report 2,q:1409676282753:324,Active,Observation,Report,Required,,
86,S16,Intro 2:  Mindscape,Witness - Report 3,q:1425685108488:874,Active,Observation,Report,Required,,
87,S16,Intro 2:  Mindscape,Witness - Analyze,q:1409676282753:328,Passive,Summary,Text+Image,Required,Text+Poll Results,
88,S16,Intro 2:  Mindscape,Memory - Report,q:1409676282753:332,Active,Observation,Report,Required,,
89,S16,Intro 2:  Mindscape,Memory - Analyze,q:1409676282753:336,Passive,Summary,Text+Image,Required,Text+Poll Results,
90,S16,Intro 2:  Mindscape,Brains,q:1409783242787:446,Passive,Information,Text+Image,Required,Text+Image,
91,S16,Intro 2:  Mindscape,Aware,q:1409783369430:450,Passive,Information,Text+Image,Required,Text+Image,
92,S16,Intro 2:  Mindscape,More Brains,q:1409783475863:454,Passive,Information,Text+Image,Required,Text+Image,
93,S16,Intro 2:  Mindscape,Concluding Survey,q:1409783799146:468,Active,Survey,Opinion,Required,,
94,S16,Intro 2:  Mindscape,Lec - Peer Review,q:1409783799146:472,Passive,Summary,Video,Required,Video,
95,S16,Intro 3:  Space,First Thoughts,q:1391729546041:13,Active,,,Required,,
96,S16,Intro 3:  Space,Distance - AZ-CA,q:1391729550822:25,Active,,,Required,,
97,S16,Intro 3:  Space,Distance - Moon,q:1391729550822:33,Active,,,Required,,
98,S16,Intro 3:  Space,Distance - Mars,q:1391729550822:41,Active,,,Required,,
99,S16,Intro 3:  Space,Distance - Jupiter,q:1391729550822:48,Active,,,Required,,
100,S16,Intro 3:  Space,Distance - Pluto,q:1391729550822:55,Active,,,Required,,
101,S16,Intro 3:  Space,Solar System,q:1391729550822:62,Passive,,,Required,Text+Image,
102,S16,Intro 3:  Space,Distance - Proxima Centauri,q:1391729550822:66,Active,,,Required,,
103,S16,Intro 3:  Space,Distance - Light-years,q:1391729550823:74,Active,,,Required,,
104,S16,Intro 3:  Space,Size - Pillars of Creation,q:1391729550823:79,Active,,,Required,,
105,S16,Intro 3:  Space,Size - Eagle Nebula,q:1391729550823:86,Active,,,Required,,
106,S16,Intro 3:  Space,Distance - Galactic Core,q:1391729550823:94,Active,,,Required,,
107,S16,Intro 3:  Space,Powers of Ten,q:1391729550823:102,Passive,,,Required,Text+Video,
108,S16,Intro 3:  Space,Reflection,q:1391729550823:106,Active,,,Required,,
109,S16,Intro 4:  Time,Time Thoughts,q:1391798245208:164,Active,,,Required,,
110,S16,Intro 4:  Time,Habitability,q:1391798245208:174,Active,,,Required,,
111,S16,Intro 4:  Time,Tutorial,q:1391798669422:323,Active,,,Required,,
112,S16,Intro 4:  Time,Earth Lifetime,q:1391798251257:193,Active,,,Required,,
113,S16,Intro 4:  Time,Calculation,q:1391798251257:200,Active,,,Required,,
114,S16,Intro 4:  Time,Habitability,q:1391798251257:209,Active,,,Required,,
115,S16,Intro 4:  Time,Calculation,q:1391798251257:216,Active,,,Required,,
116,S16,Intro 4:  Time,Life Start/End,q:1391798251257:224,Active,,,Required,,
117,S16,Intro 4:  Time,Calculation,q:1391798251258:231,Active,,,Required,,
118,S16,Intro 4:  Time,Complex Cells,q:1391798251258:241,Active,,,Required,,
119,S16,Intro 4:  Time,Calculation,q:1391798251258:247,Active,,,Required,,
120,S16,Intro 4:  Time,Plants/Animals,q:1391798251258:255,Active,,,Required,,
121,S16,Intro 4:  Time,Calculation,q:1391798251258:261,Active,,,Required,,
122,S16,Intro 4:  Time,Dinos,q:1391798251258:269,Active,,,Required,,
123,S16,Intro 4:  Time,Calculation,q:1391798251258:276,Active,,,Required,,
124,S16,Intro 4:  Time,Humans,q:1391798251258:284,Active,,,Required,,
125,S16,Intro 4:  Time,Calculation,q:1391798251258:292,Active,,,Required,,
126,S16,Intro 4:  Time,Complete Timeline,q:1391798251258:307,Passive,,,Required,Text+Sim,
127,S16,Intro 4:  Time,Reflection,q:1391798258900:316,Active,,,Required,,
128,S16,Intro 5:  The Scientific Process,Survey,q:1394557268781:387,Active,,,Required,,
129,S16,Intro 5:  The Scientific Process,Survey Results,q:1394557268781:391,Passive,,,Required,Text+Poll Results,
130,S16,Intro 5:  The Scientific Process,Lecturette: Untestability,q:1394557268781:395,Passive,,,Required,Video,
131,S16,Intro 5:  The Scientific Process,Lecturette: Assumptions,q:1394557273693:404,Passive,,,Required,Video,
132,S16,Intro 5:  The Scientific Process,Targeted or Accidental,q:1394557273693:408,Active,,,Required,,
133,S16,Intro 5:  The Scientific Process,Government Space,q:1394557273693:413,Passive,,,Required,Text+Video,
134,S16,Intro 5:  The Scientific Process,Commercial Space,q:1394557273693:417,Passive,,,Required,Text+Video,
135,S16,Intro 5:  The Scientific Process,Lonely Planet,q:1394558468732:552,Passive,,,Required,Text+Image,
136,S16,Intro 5:  The Scientific Process,Slow Progress,q:1394559284595:556,Passive,,,Required,Text+Image,
137,S16,Intro 5:  The Scientific Process,Colonization Assumptions,q:1394557273693:421,Active,,,Required,,
138,S16,Intro 5:  The Scientific Process,Calculation,q:1394557273693:431,Active,,,Required,,
139,S16,Intro 5:  The Scientific Process,Reality Check,q:1394557273693:436,Active,,,Required,,
140,S16,Intro 5:  The Scientific Process,Bad Assumptions,q:1394557273693:445,Active,,,Optional,,
141,S16,Intro 5:  The Scientific Process,Comparison,q:1394557273693:454,Passive,,,Required,Text+Video,
142,S16,Intro 5:  The Scientific Process,Lecturette: Observation,q:1394583911206:621,Active,,,Required,,
143,S16,Intro 5:  The Scientific Process,Are We Alone?,q:1394583911206:674,Passive,,,Required,Text+Image,
144,S16,Intro 5:  The Scientific Process,Observed,q:1394584087598:722,Passive,,,Required,Text+Image,
145,S16,Intro 5:  The Scientific Process,Model,q:1394584496101:727,Passive,,,Required,Text+Image,
146,S16,Intro 5:  The Scientific Process,Predictions,q:1394584615229:731,Passive,,,Required,Text+Image,
147,S16,Intro 5:  The Scientific Process,Evaluating Evidence,q:1394584860802:736,Passive,,,Required,Text+Image,
148,S16,Intro 5:  The Scientific Process,Do You Believe?,q:1394648834198:792,Active,,,Required,,
149,S16,Intro 5:  The Scientific Process,Ancient Aliens,q:1394583911206:678,Active,,,Required,,
150,S16,Intro 5:  The Scientific Process,Conspiracy,q:1394656936725:813,Active,,,Required,,
151,S16,Intro 5:  The Scientific Process,Alien Origins,q:1394658561352:824,Active,,,Required,,
152,S16,Intro 5:  The Scientific Process,Alien Artifacts,q:1394659989387:835,Active,,,Required,,
153,S16,Intro 5:  The Scientific Process,Aliens Out There,q:1394661089165:846,Active,,,Required,,
154,S16,Intro 5:  The Scientific Process,Wishful Thinking,q:1394661979669:857,Passive,,,Required,Text,
155,S16,Intro 5:  The Scientific Process,Lecturette: Observation,q:1394583911206:718,Passive,,,Required,Video,
156,S16,Intro 5:  The Scientific Process,Fermi Paradox,q:1394557286534:540,Active,,,Required,,
157,S16,Intro 5:  The Scientific Process,Reflection,q:1394557286535:547,Passive,,,Required,Video+Poll Results,
158,S16,Intro 6:  Drake Conjecture,Lecturette: Fresh Slate,q:1394743781115:540,Passive,,,Required,Video,
159,S16,Intro 6:  Drake Conjecture,Nebula,q:1394744038075:681,Passive,,,Required,Text+Image,
160,S16,Intro 6:  Drake Conjecture,Radio Telescopes,q:1394744289515:685,Passive,,,Required,Text+Image,
161,S16,Intro 6:  Drake Conjecture,Intro,q:1394743781115:548,Passive,,,Required,Text+Image,
162,S16,Intro 6:  Drake Conjecture,Event 1,q:1394743781115:552,Active,,,Required,,
163,S16,Intro 6:  Drake Conjecture,Event 2,q:1394744590409:690,Active,,,Required,,
164,S16,Intro 6:  Drake Conjecture,Event 3,q:1394744773542:699,Active,,,Required,,
165,S16,Intro 6:  Drake Conjecture,Recipe,q:1394746430283:712,Passive,,,Required,Text+Image,
166,S16,Intro 6:  Drake Conjecture,Identify System,q:1394743781116:560,Active,,,Required,,
167,S16,Intro 6:  Drake Conjecture,Recipe,q:1394743781116:567,Passive,,,Required,Text+Image,
168,S16,Intro 6:  Drake Conjecture,Parameterize,q:1394743781116:571,Passive,,,Required,Text,
169,S16,Intro 6:  Drake Conjecture,R*,q:1394743781116:575,Active,,,Required,,
170,S16,Intro 6:  Drake Conjecture,fp,q:1394743781116:582,Active,,,Required,,
171,S16,Intro 6:  Drake Conjecture,ne,q:1394743781116:590,Active,,,Required,,
172,S16,Intro 6:  Drake Conjecture,fl,q:1394743781116:598,Active,,,Required,,
173,S16,Intro 6:  Drake Conjecture,fi,q:1394743781116:606,Active,,,Required,,
174,S16,Intro 6:  Drake Conjecture,fc,q:1394743781116:614,Active,,,Required,,
175,S16,Intro 6:  Drake Conjecture,L,q:1394743781116:622,Active,,,Required,,
176,S16,Intro 6:  Drake Conjecture,Drake Equation,q:1394743781116:629,Passive,,,Required,Text+Image,
177,S16,Intro 6:  Drake Conjecture,R*,q:1394743781116:637,Passive,,,Required,Text+Image,
178,S16,Intro 6:  Drake Conjecture,fp,q:1394743781116:641,Passive,,,Required,Text+Image,
179,S16,Intro 6:  Drake Conjecture,ne,q:1394743781116:645,Passive,,,Required,Text+Image,
180,S16,Intro 6:  Drake Conjecture,fl-fi-fc,q:1394743781116:649,Passive,,,Required,Text+Image,
181,S16,Intro 6:  Drake Conjecture,L,q:1394743781116:653,Active,,,Required,,
182,S16,Intro 6:  Drake Conjecture,Night Lights,q:1394743781117:665,Active,,,Required,,
183,S16,Intro 6:  Drake Conjecture,Free Play,q:1394743781117:672,Passive,,,Required,Text+Sim,
184,S16,Intro 6:  Drake Conjecture,Results,q:1394743781117:676,Passive,,,Required,Video+Poll Results,
185,S16,R* 1:  Distance to Stars,Priming,q:1445364459746:187,Passive,,,Required,Text+Image,
186,S16,R* 1:  Distance to Stars,Introduction,q:1392230464663:140,Passive,,,Required,Text+Image,
187,S16,R* 1:  Distance to Stars,Lecturette: Distances,q:1392230464663:144,Passive,,,Required,Video,
188,S16,R* 1:  Distance to Stars,Parallax Demo,q:1392230473750:153,Active,,,Required,,
189,S16,R* 1:  Distance to Stars,Lecturette: Parallax,q:1392230473750:158,Passive,,,Required,Video,
190,S16,R* 1:  Distance to Stars,Closer/Farther,q:1392230473750:163,Active,,,Required,,
191,S16,R* 1:  Distance to Stars,Angle View,q:1392230473750:167,Passive,,,Required,Text+Image,
192,S16,R* 1:  Distance to Stars,Mathematics,q:1392230473750:171,Passive,,,Required,Text+Image,
193,S16,R* 1:  Distance to Stars,Calculate,q:1392230473750:175,Active,,,Required,,
194,S16,R* 1:  Distance to Stars,Summary,q:1392230481978:182,Passive,,,Required,Text+Video,
195,S16,R* 1:  Application,Instructions,q:1394749559767:970,Passive,,,Required,Text,
196,S16,R* 1:  Application,Evaluation 1,q:1413584165942:179,Active,,,Bank Option,,
197,S16,R* 1:  Application,Evaluation 2,q:1413585297370:215,Active,,,Bank Option,,
198,S16,R* 1:  Application,Evaluation 3,q:1413585398237:224,Active,,,Bank Option,,
199,S16,R* 1:  Application,Evaluation 4,q:1413585428078:233,Active,,,Bank Option,,
200,S16,R* 1:  Application,Evaluation 5,q:1413585475739:242,Active,,,Bank Option,,
201,S16,R* 1:  Application,Exit,q:1394749559768:1002,Passive,,,Required,Text+Image,
202,S16,R* 2:  Brightness,Survey,q:1392239384604:94,Active,,,Required,,
203,S16,R* 2:  Brightness,Survey Results,q:1392239384604:102,Passive,,,Required,Text+Poll Results,
204,S16,R* 2:  Brightness,Lecturette: Observable Properties,q:1392239384604:106,Passive,,,Required,Video,
205,S16,R* 2:  Brightness,Introduction,q:1392239390472:116,Passive,,,Required,Text+Image,
206,S16,R* 2:  Brightness,Definitions,q:1392239390472:120,Passive,,,Required,Text+Image,
207,S16,R* 2:  Brightness,Example,q:1392239390472:124,Passive,,,Required,Text+Image,
208,S16,R* 2:  Brightness,Question,q:1392239390472:128,Active,,,Required,,
209,S16,R* 2:  Brightness,Final,q:1392239390472:132,Passive,,,Required,Text+Image,
210,S16,R* 2:  Brightness,Hypothesis,q:1392239390472:136,Active,,,Required,,
211,S16,R* 2:  Brightness,Reality Check - Hyp 1,q:1392239390472:144,Active,,,Optional,,
212,S16,R* 2:  Brightness,Reality Check - Hyp 2,q:1392239390472:149,Active,,,Optional,,
213,S16,R* 2:  Brightness,Reality Check - Hyp 3-5,q:1392239390472:154,Active,,,Required,,
214,S16,R* 2:  Brightness,Experiment,q:1392239390472:159,Active,,,Required,,
215,S16,R* 2:  Brightness,Proving,q:1392316525355:927,Passive,,,Optional,Text+Image,
216,S16,R* 2:  Brightness,Methodology - Intro,q:1392239390472:163,Passive,,,Required,Text+Image,
217,S16,R* 2:  Brightness,Meth - Points,q:1392239390472:167,Active,,,Required,,
218,S16,R* 2:  Brightness,Meth - Distribution,q:1392315108265:891,Active,,,Required,,
219,S16,R* 2:  Brightness,Meth - Do,q:1392315365202:915,Active,,,Required,,
220,S16,R* 2:  Brightness,Meth - Differentiation 1,q:1411511772697:653,Active,,,Optional,,
221,S16,R* 2:  Brightness,Meth - Differentiation 2,q:1411512203277:669,Active,,,Optional,,
222,S16,R* 2:  Brightness,Tutorial - Graph,q:1392239390473:186,Active,,,Required,,
223,S16,R* 2:  Brightness,Tutorial - Move,q:1425943015037:286,Active,,,Required,,
224,S16,R* 2:  Brightness,Observe,q:1392239390473:190,Active,,,Required,,
225,S16,R* 2:  Brightness,Analysis,q:1392335461278:434,Active,,,Required,,
226,S16,R* 2:  Brightness,Evaluate,q:1392337105726:455,Active,,,Required,,
227,S16,R* 2:  Brightness,New Hypothesis,q:1392239390473:231,Active,,,Optional,,
228,S16,R* 2:  Brightness,Test New,q:1392239390473:235,Active,,,Optional,,
229,S16,R* 2:  Brightness,Universality - Intro,q:1392239390473:244,Passive,,,Required,Text+Sim,
230,S16,R* 2:  Brightness,Universality,q:1392239390473:248,Active,,,Required,,
231,S16,R* 2:  Brightness,Results,q:1392239390473:261,Passive,,,Required,Text+Video,
232,S16,R* 2:  Brightness,Application,q:1392239390473:265,Active,,,Required,,
233,S16,R* 2:  Brightness,Bright v. Lum,q:1411514547989:699,Active,,,Optional,,
234,S16,R* 2:  Brightness,Intro to Mags,q:1425944661313:297,Passive,,,Required,Text,
235,S16,R* 2:  Brightness,Greeks,q:1425944770314:304,Passive,,,Required,Text,
236,S16,R* 2:  Brightness,Boundaries,q:1425944856757:308,Passive,,,Required,Text,
237,S16,R* 2:  Brightness,Linear Scale,q:1425945048179:313,Passive,,,Required,Text+Image,
238,S16,R* 2:  Brightness,Jumps,q:1425946211739:325,Passive,,,Required,Text+Image,
239,S16,R* 2:  Brightness,Big Jump,q:1425946399406:329,Passive,,,Required,Text+Image,
240,S16,R* 2:  Brightness,Logarithmic Scale,q:1425946567446:334,Passive,,,Required,Text+Image,
241,S16,R* 2:  Brightness,Jumps,q:1425946567446:338,Passive,,,Required,Text+Image,
242,S16,R* 2:  Brightness,Big Jump,q:1425946567446:342,Passive,,,Required,Text+Image,
243,S16,R* 2:  Brightness,Logarithmic Scale,q:1425946938548:347,Passive,,,Required,Text+Image,
244,S16,R* 2:  Brightness,Brighter,q:1392239395230:277,Active,,,Required,,
245,S16,R* 2:  Brightness,Abs Mag,q:1392239395231:284,Active,,,Required,,
246,S16,R* 2:  Brightness,Luminosity,q:1392239395231:289,Active,,,Required,,
247,S16,R* 2:  Brightness,Min-Max Brightness,q:1411515601018:708,Active,,,Required,,
248,S16,R* 2:  Brightness,Sample Comparison,q:1392412562516:967,Active,,,Required,,
249,S16,R* 2:  Brightness,Set 1,q:1392239395231:298,Active,,,Bank Option,,
250,S16,R* 2:  Brightness,Set 2,q:1392239395231:309,Active,,,Bank Option,,
251,S16,R* 2:  Brightness,Set 3,q:1392239395231:320,Active,,,Bank Option,,
252,S16,R* 2:  Brightness,Set 4,q:1392239395231:331,Active,,,Bank Option,,
253,S16,R* 2:  Brightness,Set 5,q:1392239395231:342,Active,,,Bank Option,,
254,S16,R* 2:  Brightness,Explanation,q:1392239399605:358,Passive,,,Required,Text+Image,
255,S16,R* 2:  Brightness,Earth Flux,q:1392239399605:366,Active,,,Required,,
256,S16,R* 2:  Brightness,Move,q:1392239399605:370,Active,,,Required,,
257,S16,R* 2:  Brightness,Summary,q:1392239404420:380,Passive,,,Required,Text+Video,
258,S16,R* 2:  Application,Instructions,q:1394749559767:970,Passive,,,Required,Text,
259,S16,R* 2:  Application,Evaluation 1,q:1413829288321:228,Active,,,Bank Option,,
260,S16,R* 2:  Application,Evaluation 2,q:1413838394690:290,Active,,,Bank Option,,
261,S16,R* 2:  Application,Evaluation 3,q:1413841652380:303,Active,,,Bank Option,,
262,S16,R* 2:  Application,Evaluation 4,q:1413841883531:316,Active,,,Bank Option,,
263,S16,R* 2:  Application,Evaluation 5,q:1413842027995:329,Active,,,Bank Option,,
264,S16,R* 2:  Application,Exit,q:1394749559768:1002,Passive,,,Required,Text+Image,
265,S16,R* 3:  Color,Introduction,q:1392656656437:874,Passive,,,Required,Text+Image,
266,S16,R* 3:  Color,Survey,q:1392656656437:878,Active,,,Required,,
267,S16,R* 3:  Color,Survey Results,q:1392656656437:882,Passive,,,Required,Text+Poll Results,
268,S16,R* 3:  Color,Lecturette: Light Types,q:1392656656437:886,Passive,,,Required,Video,
269,S16,R* 3:  Color,Color Intro,q:1392656661277:896,Passive,,,Required,Text+Image,
270,S16,R* 3:  Color,Light Terminology,q:1426113357534:191,Passive,,,Required,Text,
271,S16,R* 3:  Color,Photon,q:1426115832290:195,Passive,,,Required,Text+Image,
272,S16,R* 3:  Color,Energy,q:1426116006468:204,Active,,,Required,,
273,S16,R* 3:  Color,Colors,q:1426116473382:211,Passive,,,Required,Text+Image,
274,S16,R* 3:  Color,Examples,q:1426116753313:219,Passive,,,Required,Text+Image,
275,S16,R* 3:  Color,Wavelengths,q:1426116983202:233,Passive,,,Required,Text+Image,
276,S16,R* 3:  Color,Properties,q:1426116983202:237,Active,,,Required,,
277,S16,R* 3:  Color,EM Spectrum,q:1426116944160:224,Passive,,,Required,Text+Image,
278,S16,R* 3:  Color,Extended EM,q:1426119006201:235,Passive,,,Required,Text+Image,
279,S16,R* 3:  Color,Color-Energy Ranking,q:1392656661277:900,Active,,,Required,,
280,S16,R* 3:  Color,Scales,q:1392656661278:911,Passive,,,Required,Text+Image,
281,S16,R* 3:  Color,Convert,q:1392656661278:915,Active,,,Required,,
282,S16,R* 3:  Color,Object Temps,q:1392656661278:919,Active,,,Required,,
283,S16,R* 3:  Color,Hypothesis,q:1392656661278:930,Active,,,Required,,
284,S16,R* 3:  Color,Evaluation,q:1392656661279:947,Active,,,Required,,
285,S16,R* 3:  Color,New Hypothesis,q:1392656661279:961,Active,,,Optional,,
286,S16,R* 3:  Color,288 K Color,q:1392656661279:965,Active,,,Required,,
287,S16,R* 3:  Color,Filtered View - 288 K,q:1392656661279:970,Active,,,Required,,
288,S16,R* 3:  Color,Peak Wavelength,q:1392660370822:1102,Active,,,Required,,
289,S16,R* 3:  Color,Filtered View - 5800 K,q:1392660359759:1088,Active,,,Required,,
290,S16,R* 3:  Color,Lecturette: Planck,q:1392656661279:992,Passive,,,Required,Video,
291,S16,R* 3:  Color,Tutorial,q:1392661332618:1114,Active,,,Required,,
